Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0.364,1975.8047,4821.5662,2208.1623,-1.2426986,4.536646,3.1328172,1.831128,0.54920898,1.3624141,3.3341188,2.5603126,0.012462924
0.366,1976.1953,4820.3235,2208.5541,-1.2424927,4.5329847,3.1317191,1.830645,0.54901086,1.3626144,3.3344422,2.5652863,0.012434171
0.368,1976.5783,4819.081,2208.9383,-1.2422887,4.5293244,3.1306215,1.8301644,0.5488137,1.3628101,3.3347645,2.5702485,0.012405606
0.37,1976.954,4817.8387,2209.3151,-1.2420866,4.525665,3.1295243,1.8296863,0.54861749,1.3630013,3.3350857,2.5751994,0.012377229
0.372,1977.3225,4816.5967,2209.6846,-1.2418863,4.5220066,3.1284274,1.8292106,0.54842222,1.3631881,3.3354058,2.580139,0.012349036
0.374,1977.6838,4815.3548,2210.047,-1.2416877,4.5183491,3.127331,1.8287373,0.54822788,1.3633705,3.3357248,2.5850674,0.012321027
0.376,1978.0381,4814.1131,2210.4023,-1.241491,4.5146926,3.1262349,1.8282663,0.54803445,1.3635487,3.3360426,2.5899847,0.012293198
0.378,1978.3856,4812.8716,2210.7508,-1.241296,4.511037,3.1251392,1.8277975,0.54784193,1.3637227,3.3363593,2.5948909,0.012265548
0.38,1978.7263,4811.6303,2211.0926,-1.2411027,4.5073823,3.1240439,1.827331,0.5476503,1.3638926,3.3366749,2.5997862,0.012238075
0.382,1979.0605,4810.3892,2211.4277,-1.2409112,4.5037286,3.122949,1.8268667,0.54745955,1.3640585,3.3369893,2.6046705,0.012210777
0.384,1979.3881,4809.1483,2211.7563,-1.2407212,4.5000758,3.1218545,1.8264045,0.54726967,1.3642205,3.3373025,2.6095439,0.012183652
0.386,1979.7094,4807.9076,2212.0785,-1.2405329,4.4964239,3.1207603,1.8259443,0.54708064,1.3643786,3.3376146,2.6144066,0.012156698
0.388,1980.0245,4806.667,2212.3945,-1.2403462,4.4927729,3.1196665,1.8254863,0.54689246,1.364533,3.3379255,2.6192586,0.012129913
0.39,1980.3334,4805.4267,2212.7042,-1.2401611,4.4891228,3.1185731,1.8250303,0.54670512,1.3646836,3.3382352,2.6240999,0.012103296
0.392,1980.6362,4804.1865,2213.008,-1.2399775,4.4854737,3.1174801,1.8245762,0.5465186,1.3648307,3.3385437,2.6289306,0.012076844
0.394,1980.9332,4802.9465,2213.3058,-1.2397955,4.4818254,3.1163874,1.8241241,0.5463329,1.3649741,3.3388509,2.6337509,0.012050557
0.396,1981.2243,4801.7067,2213.5977,-1.2396149,4.4781781,3.1152951,1.8236739,0.546148,1.3651141,3.339157,2.6385606,0.012024431
0.398,1981.5097,4800.4671,2213.884,-1.2394359,4.4745316,3.1142032,1.8232256,0.54596389,1.3652506,3.3394619,2.64336,0.011998466
0.4,1981.7895,4799.2277,2214.1645,-1.2392582,4.4708861,3.1131116,1.8227791,0.54578058,1.3653838,3.3397655,2.6481491,0.01197266
0.402,1982.0638,4797.9884,2214.4396,-1.2390821,4.4672414,3.1120204,1.8223345,0.54559803,1.3655136,3.3400679,2.6529279,0.011947011
0.404,1982.3327,4796.7493,2214.7092,-1.2389073,4.4635976,3.1109296,1.8218916,0.54541625,1.3656403,3.340369,2.6576965,0.011921517
0.406,1982.5962,4795.5104,2214.9735,-1.2387339,4.4599547,3.1098391,1.8214504,0.54523523,1.3657637,3.3406689,2.662455,0.011896177
0.408,1982.8545,4794.2717,2215.2325,-1.2385619,4.4563127,3.108749,1.8210109,0.54505496,1.365884,3.3409676,2.6672034,0.011870989
0.41,1983.1076,4793.0331,2215.4864,-1.2383913,4.4526716,3.1076593,1.8205732,0.54487542,1.3660013,3.341265,2.6719417,0.011845952
0.412,1983.3557,4791.7948,2215.7351,-1.2382219,4.4490313,3.1065699,1.8201371,0.54469661,1.3661155,3.3415612,2.6766702,0.011821064
0.414,1983.5988,4790.5565,2215.9789,-1.2380539,4.4453919,3.1054808,1.8197025,0.54451853,1.3662268,3.3418561,2.6813887,0.011796324
0.416,1983.8371,4789.3185,2216.2178,-1.2378872,4.4417533,3.1043921,1.8192696,0.54434116,1.3663352,3.3421497,2.6860974,0.01177173
0.418,1984.0705,4788.0806,2216.4519,-1.2377217,4.4381157,3.1033038,1.8188383,0.54416449,1.3664408,3.3424421,2.6907963,0.01174728
0.42,1984.2992,4786.8429,2216.6812,-1.2375575,4.4344788,3.1022158,1.8184084,0.54398852,1.3665435,3.3427331,2.6954855,0.011722974
0.422,1984.5232,4785.6053,2216.9059,-1.2373945,4.4308429,3.1011282,1.8179801,0.54381323,1.3666436,3.343023,2.700165,0.011698809
0.424,1984.7427,4784.3679,2217.126,-1.2372327,4.4272078,3.1000409,1.8175533,0.54363863,1.3667409,3.3433115,2.7048349,0.011674785
0.426,1984.9577,4783.1307,2217.3415,-1.2370722,4.4235735,3.098954,1.8171279,0.5434647,1.3668356,3.3435988,2.7094953,0.0116509
0.428,1985.1683,4781.8936,2217.5527,-1.2369128,4.4199401,3.0978674,1.8167039,0.54329143,1.3669277,3.3438847,2.7141462,0.011627152
0.43,1985.3745,4780.6567,2217.7594,-1.2367545,4.4163075,3.0967812,1.8162814,0.54311882,1.3670172,3.3441694,2.7187876,0.01160354
0.432,1985.5764,4779.4199,2217.9619,-1.2365974,4.4126758,3.0956953,1.8158602,0.54294686,1.3671042,3.3444529,2.7234196,0.011580063
0.434,1985.7741,4778.1833,2218.1602,-1.2364415,4.4090449,3.0946097,1.8154404,0.54277555,1.3671888,3.344735,2.7280423,0.01155672
0.436,1985.9677,4776.9469,2218.3543,-1.2362866,4.4054149,3.0935245,1.8150219,0.54260487,1.3672709,3.3450158,2.7326557,0.011533509
0.438,1986.1573,4775.7106,2218.5443,-1.2361329,4.4017857,3.0924397,1.8146047,0.54243481,1.3673507,3.3452954,2.7372599,0.011510429
0.44,1986.3428,4774.4745,2218.7303,-1.2359802,4.3981573,3.0913551,1.8141888,0.54226538,1.3674281,3.3455736,2.7418548,0.011487479
0.442,1986.5243,4773.2385,2218.9124,-1.2358286,4.3945298,3.0902709,1.8137741,0.54209657,1.3675032,3.3458506,2.7464407,0.011464657
0.444,1986.702,4772.0027,2219.0905,-1.2356781,4.390903,3.0891871,1.8133607,0.54192836,1.3675761,3.3461262,2.7510175,0.011441963
0.446,1986.8759,4770.767,2219.2649,-1.2355286,4.3872771,3.0881036,1.8129485,0.54176075,1.3676468,3.3464006,2.7555853,0.011419394
0.448,1987.046,4769.5315,2219.4354,-1.2353801,4.3836521,3.0870204,1.8125375,0.54159374,1.3677153,3.3466737,2.760144,0.011396951
0.45,1987.2124,4768.2961,2219.6023,-1.2352326,4.3800278,3.0859375,1.8121277,0.54142732,1.3677816,3.3469454,2.7646939,0.011374631
0.452,1987.3752,4767.0609,2219.7654,-1.2350862,4.3764044,3.084855,1.811719,0.54126148,1.3678459,3.3472159,2.7692349,0.011352433
0.454,1987.5344,4765.8258,2219.925,-1.2349407,4.3727818,3.0837728,1.8113115,0.54109621,1.367908,3.3474851,2.773767,0.011330357
0.456,1987.69,4764.5908,2220.0811,-1.2347962,4.3691599,3.0826909,1.8109051,0.54093152,1.3679682,3.347753,2.7782904,0.011308401
0.458,1987.8422,4763.356,2220.2336,-1.2346526,4.3655389,3.0816094,1.8104998,0.54076739,1.3680263,3.3480196,2.782805,0.011286564
0.46,1987.9909,4762.1214,2220.3828,-1.23451,4.3619188,3.0805282,1.8100956,0.54060382,1.3680825,3.3482849,2.7873109,0.011264845
0.462,1988.1363,4760.8869,2220.5285,-1.2343683,4.3582994,3.0794473,1.8096925,0.5404408,1.3681368,3.3485489,2.7918082,0.011243243
0.464,1988.2783,4759.6525,2220.6709,-1.2342276,4.3546808,3.0783668,1.8092903,0.54027833,1.3681891,3.3488116,2.7962969,0.011221757
0.466,1988.4171,4758.4183,2220.81,-1.2340878,4.351063,3.0772865,1.8088893,0.5401164,1.3682396,3.349073,2.8007771,0.011200385
0.468,1988.5527,4757.1842,2220.9459,-1.2339488,4.347446,3.0762066,1.8084892,0.539955,1.3682883,3.3493332,2.8052487,0.011179127
0.47,1988.6851,4755.9502,2221.0786,-1.2338108,4.3438299,3.075127,1.8080901,0.53979414,1.3683351,3.349592,2.8097119,0.011157982
0.472,1988.8143,4754.7164,2221.2082,-1.2336736,4.3402145,3.0740478,1.807692,0.5396338,1.3683802,3.3498495,2.8141667,0.011136949
0.474,1988.9405,4753.4828,2221.3347,-1.2335373,4.3365999,3.0729688,1.8072949,0.53947397,1.3684235,3.3501058,2.8186131,0.011116026
0.476,1989.0637,4752.2492,2221.4582,-1.2334019,4.3329861,3.0718902,1.8068987,0.53931467,1.3684651,3.3503607,2.8230512,0.011095213
0.478,1989.1838,4751.0158,2221.5786,-1.2332673,4.3293731,3.0708119,1.8065034,0.53915587,1.368505,3.3506144,2.827481,0.011074509
0.48,1989.3011,4749.7826,2221.6961,-1.2331335,4.3257609,3.0697339,1.8061091,0.53899758,1.3685432,3.3508668,2.8319026,0.011053912
0.482,1989.4154,4748.5494,2221.8107,-1.2330006,4.3221494,3.0686562,1.8057156,0.53883978,1.3685799,3.3511179,2.8363159,0.011033422
0.484,1989.5268,4747.3164,2221.9224,-1.2328685,4.3185388,3.0675788,1.8053231,0.53868248,1.3686149,3.3513677,2.8407212,0.011013038
0.486,1989.6355,4746.0835,2222.0313,-1.2327372,4.3149289,3.0665018,1.8049314,0.53852567,1.3686483,3.3516162,2.8451183,0.010992759
0.488,1989.7413,4744.8508,2222.1374,-1.2326066,4.3113198,3.065425,1.8045405,0.53836935,1.3686801,3.3518635,2.8495073,0.010972583
0.49,1989.8444,4743.6182,2222.2407,-1.2324769,4.3077115,3.0643486,1.8041506,0.5382135,1.3687105,3.3521094,2.8538883,0.010952511
0.492,1989.9449,4742.3857,2222.3414,-1.232348,4.304104,3.0632725,1.8037614,0.53805813,1.3687393,3.3523541,2.8582613,0.010932541
0.494,1990.0426,4741.1534,2222.4393,-1.2322198,4.3004973,3.0621967,1.8033731,0.53790323,1.3687666,3.3525975,2.8626264,0.010912672
0.496,1990.1377,4739.9212,2222.5347,-1.2320924,4.2968913,3.0611212,1.8029855,0.5377488,1.3687925,3.3528397,2.8669835,0.010892904
0.498,1990.2303,4738.6891,2222.6274,-1.2319657,4.2932861,3.060046,1.8025988,0.53759483,1.3688169,3.3530805,2.8713328,0.010873235
0.5,1990.3203,4737.4571,2222.7176,-1.2318398,4.2896817,3.0589711,1.8022128,0.53744132,1.3688399,3.3533201,2.8756743,0.010853665
0.502,1990.4078,4736.2253,2222.8053,-1.2317146,4.286078,3.0578965,1.8018276,0.53728826,1.3688616,3.3535585,2.880008,0.010834192
0.504,1990.4928,4734.9935,2222.8905,-1.2315901,4.2824751,3.0568223,1.8014431,0.53713565,1.3688818,3.3537955,2.8843339,0.010814817
0.506,1990.5753,4733.762,2222.9732,-1.2314664,4.278873,3.0557483,1.8010594,0.53698348,1.3689007,3.3540313,2.8886521,0.010795538
0.508,1990.6555,4732.5305,2223.0535,-1.2313434,4.2752717,3.0546746,1.8006764,0.53683176,1.3689183,3.3542658,2.8929627,0.010776354
0.51,1990.7332,4731.2991,2223.1314,-1.231221,4.2716711,3.0536013,1.8002942,0.53668047,1.3689346,3.3544991,2.8972656,0.010757264
0.512,1990.8087,4730.0679,2223.207,-1.2310994,4.2680712,3.0525282,1.7999126,0.53652961,1.3689495,3.3547311,2.9015609,0.010738269
0.514,1990.8818,4728.8368,2223.2802,-1.2309785,4.2644722,3.0514555,1.7995317,0.53637918,1.3689632,3.3549619,2.9058486,0.010719366
0.516,1990.9526,4727.6058,2223.3512,-1.2308582,4.2608739,3.050383,1.7991515,0.53622918,1.3689757,3.3551914,2.9101288,0.010700556
0.518,1991.0212,4726.375,2223.4199,-1.2307386,4.2572763,3.0493108,1.798772,0.5360796,1.3689869,3.3554197,2.9144016,0.010681837
0.52,1991.0875,4725.1443,2223.4863,-1.2306197,4.2536795,3.048239,1.7983932,0.53593044,1.3689969,3.3556467,2.9186669,0.010663209
0.522,1991.1517,4723.9136,2223.5506,-1.2305015,4.2500835,3.0471674,1.798015,0.53578168,1.3690058,3.3558725,2.9229247,0.01064467
0.524,1991.2137,4722.6831,2223.6127,-1.2303838,4.2464882,3.0460962,1.7976375,0.53563334,1.3690134,3.356097,2.9271752,0.010626221
0.526,1991.2735,4721.4527,2223.6727,-1.2302669,4.2428937,3.0450252,1.7972605,0.53548541,1.3690199,3.3563203,2.9314184,0.010607861
0.528,1991.3313,4720.2225,2223.7305,-1.2301506,4.2393,3.0439545,1.7968842,0.53533788,1.3690252,3.3565423,2.9356542,0.010589588
0.53,1991.3869,4718.9923,2223.7863,-1.2300349,4.2357069,3.0428841,1.7965086,0.53519074,1.3690295,3.3567632,2.9398828,0.010571402
0.532,1991.4406,4717.7623,2223.84,-1.2299198,4.2321147,3.041814,1.7961335,0.535044,1.3690326,3.3569827,2.9441041,0.010553302
0.534,1991.4922,4716.5324,2223.8916,-1.2298054,4.2285232,3.0407442,1.795759,0.53489766,1.3690346,3.3572011,2.9483182,0.010535288
0.536,1991.5417,4715.3026,2223.9413,-1.2296916,4.2249324,3.0396747,1.7953851,0.5347517,1.3690355,3.3574182,2.9525251,0.010517359
0.538,1991.5894,4714.0729,2223.989,-1.2295784,4.2213424,3.0386055,1.7950118,0.53460612,1.3690354,3.3576341,2.9567249,0.010499514
0.54,1991.635,4712.8433,2224.0347,-1.2294657,4.2177531,3.0375366,1.794639,0.53446093,1.3690343,3.3578488,2.9609176,0.010481753
0.542,1991.6788,4711.6138,2224.0785,-1.2293537,4.2141645,3.036468,1.7942668,0.53431612,1.3690321,3.3580623,2.9651033,0.010464075
0.544,1991.7207,4710.3845,2224.1204,-1.2292423,4.2105768,3.0353996,1.7938952,0.53417168,1.3690289,3.3582746,2.9692819,0.010446479
0.546,1991.7606,4709.1552,2224.1604,-1.2291315,4.2069897,3.0343316,1.7935241,0.53402762,1.3690247,3.3584856,2.9734534,0.010428964
0.548,1991.7988,4707.9261,2224.1986,-1.2290212,4.2034034,3.0332638,1.7931535,0.53388392,1.3690196,3.3586954,2.9776181,0.010411531
0.55,1991.8351,4706.6971,2224.2349,-1.2289115,4.1998178,3.0321963,1.7927834,0.53374059,1.3690134,3.3589041,2.9817757,0.010394177
0.552,1991.8696,4705.4682,2224.2694,-1.2288024,4.196233,3.0311291,1.7924139,0.53359762,1.3690063,3.3591115,2.9859265,0.010376904
0.554,1991.9023,4704.2394,2224.3022,-1.2286939,4.1926489,3.0300622,1.7920449,0.53345501,1.3689983,3.3593177,2.9900704,0.010359709
0.556,1991.9332,4703.0107,2224.3331,-1.2285859,4.1890656,3.0289956,1.7916764,0.53331276,1.3689893,3.3595228,2.9942074,0.010342593
0.558,1991.9625,4701.7821,2224.3624,-1.2284784,4.1854829,3.0279292,1.7913083,0.53317086,1.3689795,3.3597266,2.9983376,0.010325555
0.56,1991.99,4700.5536,2224.3899,-1.2283715,4.1819011,3.0268632,1.7909408,0.53302932,1.3689687,3.3599292,3.0024611,0.010308594
0.562,1992.0158,4699.3252,2224.4157,-1.2282652,4.1783199,3.0257974,1.7905737,0.53288812,1.368957,3.3601307,3.0065778,0.01029171
0.564,1992.0399,4698.097,2224.4398,-1.2281594,4.1747395,3.0247319,1.7902071,0.53274726,1.3689445,3.360331,3.0106877,0.010274902
0.566,1992.0624,4696.8688,2224.4622,-1.2280541,4.1711598,3.0236667,1.789841,0.53260675,1.3689311,3.3605301,3.014791,0.010258169
0.568,1992.0832,4695.6408,2224.4831,-1.2279494,4.1675809,3.0226018,1.7894753,0.53246658,1.3689168,3.360728,3.0188876,0.010241511
0.57,1992.1024,4694.4128,2224.5023,-1.2278452,4.1640026,3.0215371,1.7891101,0.53232674,1.3689017,3.3609247,3.0229776,0.010224927
0.572,1992.1201,4693.185,2224.5199,-1.2277415,4.1604252,3.0204727,1.7887453,0.53218724,1.3688858,3.3611203,3.0270609,0.010208417
0.574,1992.1361,4691.9572,2224.5359,-1.2276383,4.1568484,3.0194086,1.788381,0.53204807,1.368869,3.3613147,3.0311377,0.010191981
0.576,1992.1506,4690.7296,2224.5503,-1.2275356,4.1532724,3.0183448,1.7880171,0.53190923,1.3688515,3.3615079,3.035208,0.010175617
0.578,1992.1636,4689.5021,2224.5633,-1.2274334,4.1496971,3.0172813,1.7876536,0.53177071,1.3688331,3.3617,3.0392717,0.010159325
0.58,1992.175,4688.2746,2224.5746,-1.2273318,4.1461225,3.016218,1.7872905,0.53163252,1.368814,3.3618909,3.0433289,0.010143104
0.582,1992.1849,4687.0473,2224.5845,-1.2272306,4.1425486,3.015155,1.7869279,0.53149465,1.3687941,3.3620807,3.0473797,0.010126955
0.584,1992.1934,4685.8201,2224.5929,-1.2271299,4.1389755,3.0140923,1.7865656,0.53135709,1.3687734,3.3622693,3.0514241,0.010110876
0.586,1992.2004,4684.5929,2224.5998,-1.2270298,4.1354031,3.0130299,1.7862038,0.53121985,1.368752,3.3624567,3.055462,0.010094867
0.588,1992.2059,4683.3659,2224.6053,-1.2269301,4.1318314,3.0119677,1.7858423,0.53108293,1.3687298,3.3626431,3.0594936,0.010078928
0.59,1992.21,4682.139,2224.6093,-1.2268309,4.1282604,3.0109058,1.7854813,0.53094632,1.3687069,3.3628282,3.0635188,0.010063057
0.592,1992.2126,4680.9121,2224.6119,-1.2267321,4.1246902,3.0098442,1.7851206,0.53081001,1.3686833,3.3630122,3.0675377,0.010047255
0.594,1992.2139,4679.6854,2224.6131,-1.2266339,4.1211207,3.0087829,1.7847602,0.53067401,1.368659,3.3631951,3.0715503,0.010031521
0.596,1992.2138,4678.4588,2224.6129,-1.2265361,4.1175519,3.0077218,1.7844003,0.53053832,1.368634,3.3633769,3.0755567,0.010015854
0.598,1992.2123,4677.2322,2224.6113,-1.2264388,4.1139838,3.006661,1.7840407,0.53040292,1.3686083,3.3635575,3.0795568,0.010000255
0.6,1992.2094,4676.0058,2224.6084,-1.2263419,4.1104164,3.0056004,1.7836815,0.53026783,1.3685819,3.363737,3.0835507,0.0099847213
0.602,1992.2053,4674.7795,2224.6041,-1.2262455,4.1068498,3.0045402,1.7833226,0.53013303,1.3685548,3.3639154,3.0875384,0.0099692539
0.604,1992.1997,4673.5532,2224.5985,-1.2261496,4.1032839,3.0034802,1.7829641,0.52999852,1.368527,3.3640926,3.0915199,0.009953852
0.606,1992.1929,4672.3271,2224.5916,-1.2260541,4.0997186,3.0024204,1.7826059,0.52986431,1.3684987,3.3642688,3.0954953,0.0099385152
0.608,1992.1848,4671.101,2224.5833,-1.2259591,4.0961541,3.001361,1.7822481,0.52973039,1.3684696,3.3644438,3.0994646,0.0099232429
0.61,1992.1754,4669.875,2224.5738,-1.2258645,4.0925904,3.0003018,1.7818906,0.52959675,1.3684399,3.3646177,3.1034278,0.0099080347
0.612,1992.1647,4668.6492,2224.563,-1.2257704,4.0890273,2.9992429,1.7815334,0.52946341,1.3684096,3.3647905,3.107385,0.0098928901
0.614,1992.1528,4667.4234,2224.551,-1.2256767,4.0854649,2.9981842,1.7811766,0.52933034,1.3683787,3.3649622,3.1113361,0.0098778087
0.616,1992.1397,4666.1977,2224.5377,-1.2255834,4.0819033,2.9971258,1.78082,0.52919756,1.3683471,3.3651328,3.1152812,0.00986279
0.618,1992.1253,4664.9722,2224.5232,-1.2254906,4.0783424,2.9960677,1.7804638,0.52906505,1.3683149,3.3653023,3.1192203,0.0098478336
0.62,1992.1097,4663.7467,2224.5075,-1.2253982,4.0747822,2.9950098,1.7801079,0.52893283,1.3682822,3.3654707,3.1231535,0.0098329391
0.622,1992.0929,4662.5213,2224.4905,-1.2253062,4.0712227,2.9939522,1.7797523,0.52880088,1.3682488,3.365638,3.1270808,0.009818106
0.624,1992.0749,4661.296,2224.4724,-1.2252146,4.0676639,2.9928949,1.779397,0.5286692,1.3682149,3.3658042,3.1310021,0.0098033338
0.626,1992.0557,4660.0707,2224.4531,-1.2251235,4.0641058,2.9918378,1.779042,0.52853779,1.3681804,3.3659693,3.1349175,0.0097886223
0.628,1992.0354,4658.8456,2224.4327,-1.2250328,4.0605484,2.990781,1.7786873,0.52840665,1.3681453,3.3661334,3.1388271,0.0097739708
0.63,1992.0139,4657.6206,2224.411,-1.2249425,4.0569917,2.9897244,1.7783328,0.52827578,1.3681096,3.3662964,3.1427309,0.0097593791
0.632,1991.9913,4656.3956,2224.3883,-1.2248526,4.0534358,2.9886681,1.7779787,0.52814518,1.3680734,3.3664582,3.1466288,0.0097448466
0.634,1991.9676,4655.1708,2224.3644,-1.2247631,4.0498805,2.9876121,1.7776248,0.52801484,1.3680367,3.3666191,3.150521,0.0097303731
0.636,1991.9427,4653.946,2224.3394,-1.2246741,4.046326,2.9865563,1.7772712,0.52788476,1.3679994,3.3667788,3.1544074,0.009715958
0.638,1991.9168,4652.7214,2224.3133,-1.2245854,4.0427722,2.9855008,1.7769179,0.52775493,1.3679616,3.3669375,3.158288,0.009701601
0.64,1991.8897,4651.4968,2224.286,-1.2244972,4.039219,2.9844456,1.7765648,0.52762537,1.3679232,3.3670951,3.1621629,0.0096873017
0.642,1991.8616,4650.2723,2224.2577,-1.2244093,4.0356666,2.9833906,1.776212,0.52749607,1.3678843,3.3672517,3.1660321,0.0096730597
0.644,1991.8324,4649.0479,2224.2284,-1.2243218,4.0321149,2.9823359,1.7758595,0.52736701,1.3678449,3.3674072,3.1698957,0.0096588745
0.646,1991.8021,4647.8235,2224.198,-1.2242348,4.0285639,2.9812814,1.7755072,0.52723821,1.3678051,3.3675617,3.1737536,0.0096447459
0.648,1991.7708,4646.5993,2224.1665,-1.2241481,4.0250136,2.9802272,1.7751552,0.52710966,1.3677647,3.3677151,3.1776059,0.0096306734
0.65,1991.7385,4645.3752,2224.134,-1.2240618,4.0214639,2.9791732,1.7748034,0.52698136,1.3677238,3.3678674,3.1814525,0.0096166567
0.652,1991.7051,4644.1511,2224.1004,-1.2239759,4.017915,2.9781195,1.7744518,0.52685331,1.3676824,3.3680187,3.1852936,0.0096026953
0.654,1991.6707,4642.9271,2224.0658,-1.2238904,4.0143668,2.977066,1.7741005,0.5267255,1.3676405,3.368169,3.1891291,0.0095887889
0.656,1991.6353,4641.7032,2224.0303,-1.2238052,4.0108193,2.9760128,1.7737494,0.52659794,1.3675982,3.3683182,3.1929591,0.0095749372
0.658,1991.5989,4640.4794,2223.9937,-1.2237205,4.0072725,2.9749599,1.7733986,0.52647061,1.3675553,3.3684664,3.1967835,0.0095611397
0.66,1991.5616,4639.2557,2223.9561,-1.2236361,4.0037265,2.9739072,1.773048,0.52634353,1.3675121,3.3686136,3.2006025,0.0095473961
0.662,1991.5232,4638.0321,2223.9176,-1.2235521,4.0001811,2.9728548,1.7726976,0.52621669,1.3674683,3.3687597,3.204416,0.0095337061
0.664,1991.4839,4636.8085,2223.8781,-1.2234685,3.9966364,2.9718026,1.7723474,0.52609008,1.3674241,3.3689049,3.208224,0.0095200692
0.666,1991.4436,4635.585,2223.8376,-1.2233852,3.9930924,2.9707507,1.7719975,0.52596371,1.3673795,3.369049,3.2120266,0.0095064852
0.668,1991.4024,4634.3617,2223.7962,-1.2233023,3.9895491,2.969699,1.7716477,0.52583757,1.3673344,3.369192,3.2158238,0.0094929537
0.67,1991.3603,4633.1384,2223.7538,-1.2232198,3.9860065,2.9686476,1.7712982,0.52571167,1.3672889,3.3693341,3.2196156,0.0094794743
0.672,1991.3172,4631.9151,2223.7105,-1.2231376,3.9824646,2.9675964,1.7709489,0.52558599,1.3672429,3.3694751,3.223402,0.0094660467
0.674,1991.2732,4630.692,2223.6663,-1.2230558,3.9789234,2.9665455,1.7705998,0.52546054,1.3671965,3.3696151,3.2271831,0.0094526706
0.676,1991.2282,4629.4689,2223.6212,-1.2229744,3.9753829,2.9654948,1.7702509,0.52533533,1.3671497,3.3697542,3.2309588,0.0094393456
0.678,1991.1824,4628.246,2223.5751,-1.2228933,3.9718431,2.9644444,1.7699022,0.52521033,1.3671024,3.3698922,3.2347292,0.0094260714
0.68,1991.1357,4627.0231,2223.5282,-1.2228125,3.968304,2.9633942,1.7695537,0.52508557,1.3670548,3.3700292,3.2384944,0.0094128476
0.682,1991.0881,4625.8003,2223.4803,-1.2227322,3.9647656,2.9623443,1.7692054,0.52496102,1.3670067,3.3701652,3.2422542,0.009399674
0.684,1991.0396,4624.5775,2223.4316,-1.2226521,3.9612278,2.9612946,1.7688573,0.5248367,1.3669583,3.3703003,3.2460089,0.0093865502
0.686,1990.9902,4623.3549,2223.382,-1.2225725,3.9576908,2.9602452,1.7685093,0.52471259,1.3669094,3.3704343,3.2497583,0.0093734759
0.688,1990.94,4622.1323,2223.3316,-1.2224931,3.9541545,2.959196,1.7681616,0.52458871,1.3668602,3.3705673,3.2535024,0.0093604508
0.69,1990.8889,4620.9098,2223.2803,-1.2224142,3.9506189,2.9581471,1.767814,0.52446504,1.3668105,3.3706994,3.2572414,0.0093474745
0.692,1990.837,4619.6874,2223.2281,-1.2223355,3.9470839,2.9570984,1.7674666,0.52434159,1.3667605,3.3708305,3.2609752,0.0093345468
0.694,1990.7843,4618.4651,2223.1752,-1.2222572,3.9435497,2.95605,1.7671194,0.52421835,1.3667101,3.3709606,3.2647039,0.0093216673
